V1,V2
12tables.txt.txt,1
1644.txt_0.txt,8
1644.txt_1.txt,8
abbofloracensis.txt_0.txt,7
abbofloracensis.txt_1.txt,7
abbofloracensis.txt_2.txt,7
adso.txt_0.txt,7
aelredus.txt_0.txt,7
aelredus.txt_1.txt,7
aelredus.txt_2.txt,7
aelredus.txt_3.txt,7
aelredus.txt_4.txt,7
aelredus.txt_5.txt,7
aelredus.txt_6.txt,7
agnes.txt_3.txt,7
agnes.txt_4.txt,7
agnes.txt_5.txt,7
agnes.txt_6.txt,7
alfonsi.disciplina.txt_0.txt,7
alfonsi.disciplina.txt_1.txt,7
alfonsi.disciplina.txt_2.txt,7
alfonsi.disciplina.txt_3.txt,7
alfonsi.disciplina.txt_4.txt,7
alfonsi.disciplina.txt_5.txt,7
alfonsi.disciplina.txt_6.txt,7
alfonsi.disciplina.txt_7.txt,7
alfonsi.disciplina.txt_8.txt,7
alfonsi.disciplina.txt_9.txt,7
andecavis.txt.txt,6
andreasbergoma.txt_0.txt,6
andreasbergoma.txt_1.txt,6
andronicus.txt.txt,1
angilbert.txt.txt,6
annalesregnifrancorum.txt_0.txt,6
annalesregnifrancorum.txt_1.txt,6
annalesregnifrancorum.txt_2.txt,6
annalesregnifrancorum.txt_3.txt,6
annalesregnifrancorum.txt_4.txt,6
annalesregnifrancorum.txt_5.txt,6
annalesregnifrancorum.txt_6.txt,6
annalesregnifrancorum.txt_7.txt,6
annalesregnifrancorum.txt_8.txt,6
annalesregnifrancorum.txt_9.txt,6
annalesregnifrancorum.txt_10.txt,6
annalesregnifrancorum.txt_11.txt,6
annalesregnifrancorum.txt_12.txt,6
annalesregnifrancorum.txt_13.txt,6
annalesregnifrancorum.txt_14.txt,6
annalesvedastini.txt_0.txt,7
annalesvedastini.txt_1.txt,7
annalesvedastini.txt_2.txt,7
annalesvedastini.txt_3.txt,7
annalesvedastini.txt_4.txt,7
anon.deramis.txt.txt,7
anon.martyrio.txt_0.txt,5
anon.nev.txt_0.txt,7
anon.nev.txt_1.txt,7
anon.nev.txt_2.txt,7
anon.nev.txt_3.txt,7
anselmepistula.txt.txt,7
anselmproslogion.txt_0.txt,7
anselmproslogion.txt_1.txt,7
anselmproslogion.txt_2.txt,7
arbroath.txt.txt,8
archpoet.txt_0.txt,7
archpoet.txt_1.txt,7
arnulf.txt.txt,7
asconius.txt_0.txt,3
asconius.txt_1.txt,3
asconius.txt_2.txt,3
asconius.txt_3.txt,3
asconius.txt_4.txt,3
asconius.txt_5.txt,3
asconius.txt_6.txt,3
asconius.txt_7.txt,3
asconius.txt_8.txt,3
asconius.txt_9.txt,3
asconius.txt_10.txt,3
aus.mos.txt_0.txt,4
aus.mos.txt_1.txt,4
aus.sept.sent.txt.txt,4
avianus.txt_0.txt,5
avianus.txt_1.txt,5
avienus.ora.txt_0.txt,4
avienus.ora.txt_1.txt,4
avienus.periegesis.txt_0.txt,4
avienus.periegesis.txt_1.txt,4
avienus.periegesis.txt_2.txt,4
avienus.periegesis.txt_3.txt,4
avienus.periegesis.txt_4.txt,4
avienus.periegesis.txt_5.txt,4
axio.txt_0.txt,5
balbus.txt_0.txt,3
balde1.txt.txt,8
balde2.txt.txt,8
bebel.txt_0.txt,8
bebel.txt_1.txt,8
bebel.txt_2.txt,8
bebel.txt_3.txt,8
bebel.txt_4.txt,8
bebel.txt_5.txt,8
bebel.txt_6.txt,8
bebel.txt_7.txt,8
bebel.txt_8.txt,8
bebel.txt_9.txt,8
bebel.txt_10.txt,8
bebel.txt_11.txt,8
bebel.txt_12.txt,8
benedict.txt_0.txt,6
benedict.txt_1.txt,6
benedict.txt_2.txt,6
benedict.txt_3.txt,6
benedict.txt_4.txt,6
benedict.txt_5.txt,6
benedict.txt_6.txt,6
benedict.txt_7.txt,6
benedict.txt_8.txt,6
berengar.txt_0.txt,7
berengar.txt_1.txt,7
berengar.txt_2.txt,7
bernardcluny1.txt_0.txt,7
bernardcluny1.txt_1.txt,7
bernardcluny1.txt_2.txt,7
