V1,V2
12tables.txt_0.txt,1
12tables.txt_1.txt,1
12tables.txt_2.txt,1
12tables.txt_3.txt,1
abbofloracensis.txt_0.txt,7
abbofloracensis.txt_1.txt,7
abbofloracensis.txt_2.txt,7
abbofloracensis.txt_3.txt,7
abbofloracensis.txt_4.txt,7
abbofloracensis.txt_5.txt,7
abbofloracensis.txt_6.txt,7
abbofloracensis.txt_7.txt,7
abbofloracensis.txt_8.txt,7
abbofloracensis.txt_9.txt,7
abbofloracensis.txt_10.txt,7
abbofloracensis.txt_11.txt,7
abbofloracensis.txt_12.txt,7
abbofloracensis.txt_13.txt,7
abbofloracensis.txt_14.txt,7
abbofloracensis.txt_15.txt,7
abbofloracensis.txt_16.txt,7
abbofloracensis.txt_17.txt,7
abbofloracensis.txt_18.txt,7
abbofloracensis.txt_19.txt,7
abbofloracensis.txt_20.txt,7
abbofloracensis.txt_21.txt,7
abbofloracensis.txt_22.txt,7
abbofloracensis.txt_23.txt,7
abbofloracensis.txt_24.txt,7
abbofloracensis.txt_25.txt,7
abbofloracensis.txt_26.txt,7
abbofloracensis.txt_27.txt,7
abbofloracensis.txt_28.txt,7
abbofloracensis.txt_29.txt,7
abbofloracensis.txt_30.txt,7
abbofloracensis.txt_31.txt,7
abbofloracensis.txt_32.txt,7
adso.txt_0.txt,7
adso.txt_1.txt,7
adso.txt_2.txt,7
adso.txt_3.txt,7
adso.txt_4.txt,7
adso.txt_5.txt,7
adso.txt_6.txt,7
adso.txt_7.txt,7
adso.txt_8.txt,7
adso.txt_9.txt,7
adso.txt_10.txt,7
adso.txt_11.txt,7
adso.txt_12.txt,7
aelredus.txt_0.txt,7
aelredus.txt_1.txt,7
aelredus.txt_2.txt,7
aelredus.txt_3.txt,7
aelredus.txt_4.txt,7
aelredus.txt_5.txt,7
aelredus.txt_6.txt,7
aelredus.txt_7.txt,7
aelredus.txt_8.txt,7
aelredus.txt_9.txt,7
aelredus.txt_10.txt,7
aelredus.txt_11.txt,7
aelredus.txt_12.txt,7
aelredus.txt_13.txt,7
aelredus.txt_14.txt,7
aelredus.txt_15.txt,7
aelredus.txt_16.txt,7
aelredus.txt_17.txt,7
aelredus.txt_18.txt,7
aelredus.txt_19.txt,7
aelredus.txt_20.txt,7
aelredus.txt_21.txt,7
aelredus.txt_22.txt,7
aelredus.txt_23.txt,7
aelredus.txt_24.txt,7
aelredus.txt_25.txt,7
aelredus.txt_26.txt,7
aelredus.txt_27.txt,7
aelredus.txt_28.txt,7
aelredus.txt_29.txt,7
aelredus.txt_30.txt,7
aelredus.txt_31.txt,7
aelredus.txt_32.txt,7
aelredus.txt_33.txt,7
aelredus.txt_34.txt,7
aelredus.txt_35.txt,7
aelredus.txt_36.txt,7
aelredus.txt_37.txt,7
aelredus.txt_38.txt,7
aelredus.txt_39.txt,7
aelredus.txt_40.txt,7
aelredus.txt_41.txt,7
aelredus.txt_42.txt,7
aelredus.txt_43.txt,7
aelredus.txt_44.txt,7
aelredus.txt_45.txt,7
aelredus.txt_46.txt,7
aelredus.txt_47.txt,7
aelredus.txt_48.txt,7
aelredus.txt_49.txt,7
aelredus.txt_50.txt,7
aelredus.txt_51.txt,7
aelredus.txt_52.txt,7
aelredus.txt_53.txt,7
aelredus.txt_54.txt,7
aelredus.txt_55.txt,7
aelredus.txt_56.txt,7
aelredus.txt_57.txt,7
aelredus.txt_58.txt,7
aelredus.txt_59.txt,7
aelredus.txt_60.txt,7
aelredus.txt_61.txt,7
aelredus.txt_62.txt,7
aelredus.txt_63.txt,7
aelredus.txt_64.txt,7
aelredus.txt_65.txt,7
aelredus.txt_66.txt,7
aelredus.txt_67.txt,7
aelredus.txt_68.txt,7
aelredus.txt_69.txt,7
aelredus.txt_70.txt,7
aelredus.txt_71.txt,7
aelredus.txt_72.txt,7
aelredus.txt_73.txt,7
aelredus.txt_74.txt,7
aelredus.txt_75.txt,7
aelredus.txt_76.txt,7
aelredus.txt_77.txt,7
aelredus.txt_78.txt,7
aelredus.txt_79.txt,7
aelredus.txt_80.txt,7
aelredus.txt_81.txt,7
aelredus.txt_82.txt,7
aelredus.txt_83.txt,7
aelredus.txt_84.txt,7
aelredus.txt_85.txt,7
aelredus.txt_86.txt,7
aelredus.txt_87.txt,7
aelredus.txt_88.txt,7
aelredus.txt_89.txt,7
aelredus.txt_90.txt,7
aelredus.txt_91.txt,7
aelredus.txt_92.txt,7
aelredus.txt_93.txt,7
aelredus.txt_94.txt,7
aelredus.txt_95.txt,7
aelredus.txt_96.txt,7
aelredus.txt_97.txt,7
aelredus.txt_98.txt,7
aelredus.txt_99.txt,7
aelredus.txt_100.txt,7
aelredus.txt_101.txt,7
aelredus.txt_102.txt,7
aelredus.txt_103.txt,7
aelredus.txt_104.txt,7
aelredus.txt_105.txt,7
aelredus.txt_106.txt,7
aelredus.txt_107.txt,7
aelredus.txt_108.txt,7
aelredus.txt_109.txt,7
aelredus.txt_110.txt,7
aelredus.txt_111.txt,7
aelredus.txt_112.txt,7
aelredus.txt_113.txt,7
agnes.txt_0.txt,7
agnes.txt_1.txt,7
agnes.txt_2.txt,7
agnes.txt_3.txt,7
agnes.txt_4.txt,7
agnes.txt_5.txt,7
agnes.txt_6.txt,7
agnes.txt_7.txt,7
agnes.txt_8.txt,7
agnes.txt_9.txt,7
agnes.txt_10.txt,7
agnes.txt_11.txt,7
agnes.txt_12.txt,7
agnes.txt_13.txt,7
agnes.txt_14.txt,7
agnes.txt_15.txt,7
agnes.txt_16.txt,7
agnes.txt_17.txt,7
agnes.txt_18.txt,7
agnes.txt_19.txt,7
agnes.txt_20.txt,7
agnes.txt_21.txt,7
agnes.txt_22.txt,7
agnes.txt_23.txt,7
agnes.txt_24.txt,7
agnes.txt_25.txt,7
agnes.txt_26.txt,7
agnes.txt_27.txt,7
agnes.txt_28.txt,7
agnes.txt_29.txt,7
agnes.txt_30.txt,7
agnes.txt_31.txt,7
agnes.txt_32.txt,7
agnes.txt_33.txt,7
agnes.txt_34.txt,7
agnes.txt_35.txt,7
agnes.txt_36.txt,7
agnes.txt_37.txt,7
agnes.txt_38.txt,7
agnes.txt_39.txt,7
agnes.txt_40.txt,7
agnes.txt_41.txt,7
agnes.txt_42.txt,7
agnes.txt_43.txt,7
agnes.txt_44.txt,7
agnes.txt_45.txt,7
agnes.txt_46.txt,7
agnes.txt_47.txt,7
agnes.txt_48.txt,7
agnes.txt_49.txt,7
agnes.txt_50.txt,7
agnes.txt_51.txt,7
agnes.txt_52.txt,7
agnes.txt_53.txt,7
agnes.txt_54.txt,7
agnes.txt_55.txt,7
agnes.txt_56.txt,7
agnes.txt_57.txt,7
agnes.txt_58.txt,7
agnes.txt_59.txt,7
agnes.txt_60.txt,7
agnes.txt_61.txt,7
agnes.txt_62.txt,7
agnes.txt_63.txt,7
agnes.txt_64.txt,7
agnes.txt_65.txt,7
agnes.txt_66.txt,7
agnes.txt_67.txt,7
agnes.txt_68.txt,7
agnes.txt_69.txt,7
agnes.txt_70.txt,7
agnes.txt_71.txt,7
agnes.txt_72.txt,7
alfonsi.disciplina.txt_0.txt,7
alfonsi.disciplina.txt_1.txt,7
alfonsi.disciplina.txt_2.txt,7
alfonsi.disciplina.txt_3.txt,7
alfonsi.disciplina.txt_4.txt,7
alfonsi.disciplina.txt_5.txt,7
alfonsi.disciplina.txt_6.txt,7
alfonsi.disciplina.txt_7.txt,7
alfonsi.disciplina.txt_8.txt,7
alfonsi.disciplina.txt_9.txt,7
alfonsi.disciplina.txt_10.txt,7
alfonsi.disciplina.txt_11.txt,7
alfonsi.disciplina.txt_12.txt,7
alfonsi.disciplina.txt_13.txt,7
alfonsi.disciplina.txt_14.txt,7
alfonsi.disciplina.txt_15.txt,7
alfonsi.disciplina.txt_16.txt,7
alfonsi.disciplina.txt_17.txt,7
alfonsi.disciplina.txt_18.txt,7
alfonsi.disciplina.txt_19.txt,7
alfonsi.disciplina.txt_20.txt,7
alfonsi.disciplina.txt_21.txt,7
alfonsi.disciplina.txt_22.txt,7
alfonsi.disciplina.txt_23.txt,7
alfonsi.disciplina.txt_24.txt,7
alfonsi.disciplina.txt_25.txt,7
alfonsi.disciplina.txt_26.txt,7
alfonsi.disciplina.txt_27.txt,7
alfonsi.disciplina.txt_28.txt,7
alfonsi.disciplina.txt_29.txt,7
alfonsi.disciplina.txt_30.txt,7
alfonsi.disciplina.txt_31.txt,7
alfonsi.disciplina.txt_32.txt,7
alfonsi.disciplina.txt_33.txt,7
alfonsi.disciplina.txt_34.txt,7
alfonsi.disciplina.txt_35.txt,7
alfonsi.disciplina.txt_36.txt,7
alfonsi.disciplina.txt_37.txt,7
alfonsi.disciplina.txt_38.txt,7
alfonsi.disciplina.txt_39.txt,7
alfonsi.disciplina.txt_40.txt,7
alfonsi.disciplina.txt_41.txt,7
alfonsi.disciplina.txt_42.txt,7
alfonsi.disciplina.txt_43.txt,7
alfonsi.disciplina.txt_44.txt,7
alfonsi.disciplina.txt_45.txt,7
alfonsi.disciplina.txt_46.txt,7
alfonsi.disciplina.txt_47.txt,7
alfonsi.disciplina.txt_48.txt,7
alfonsi.disciplina.txt_49.txt,7
alfonsi.disciplina.txt_50.txt,7
alfonsi.disciplina.txt_51.txt,7
alfonsi.disciplina.txt_52.txt,7
alfonsi.disciplina.txt_53.txt,7
alfonsi.disciplina.txt_54.txt,7
alfonsi.disciplina.txt_55.txt,7
alfonsi.disciplina.txt_56.txt,7
alfonsi.disciplina.txt_57.txt,7
alfonsi.disciplina.txt_58.txt,7
alfonsi.disciplina.txt_59.txt,7
alfonsi.disciplina.txt_60.txt,7
alfonsi.disciplina.txt_61.txt,7
alfonsi.disciplina.txt_62.txt,7
alfonsi.disciplina.txt_63.txt,7
alfonsi.disciplina.txt_64.txt,7
alfonsi.disciplina.txt_65.txt,7
alfonsi.disciplina.txt_66.txt,7
alfonsi.disciplina.txt_67.txt,7
alfonsi.disciplina.txt_68.txt,7
alfonsi.disciplina.txt_69.txt,7
alfonsi.disciplina.txt_70.txt,7
alfonsi.disciplina.txt_71.txt,7
alfonsi.disciplina.txt_72.txt,7
alfonsi.disciplina.txt_73.txt,7
alfonsi.disciplina.txt_74.txt,7
alfonsi.disciplina.txt_75.txt,7
alfonsi.disciplina.txt_76.txt,7
alfonsi.disciplina.txt_77.txt,7
alfonsi.disciplina.txt_78.txt,7
alfonsi.disciplina.txt_79.txt,7
alfonsi.disciplina.txt_80.txt,7
alfonsi.disciplina.txt_81.txt,7
alfonsi.disciplina.txt_82.txt,7
alfonsi.disciplina.txt_83.txt,7
alfonsi.disciplina.txt_84.txt,7
alfonsi.disciplina.txt_85.txt,7
alfonsi.disciplina.txt_86.txt,7
alfonsi.disciplina.txt_87.txt,7
alfonsi.disciplina.txt_88.txt,7
alfonsi.disciplina.txt_89.txt,7
alfonsi.disciplina.txt_90.txt,7
alfonsi.disciplina.txt_91.txt,7
alfonsi.disciplina.txt_92.txt,7
alfonsi.disciplina.txt_93.txt,7
alfonsi.disciplina.txt_94.txt,7
alfonsi.disciplina.txt_95.txt,7
alfonsi.disciplina.txt_96.txt,7
alfonsi.disciplina.txt_97.txt,7
alfonsi.disciplina.txt_98.txt,7
alfonsi.disciplina.txt_99.txt,7
alfonsi.disciplina.txt_100.txt,7
alfonsi.disciplina.txt_101.txt,7
andecavis.txt.txt,6
andreasbergoma.txt_0.txt,6
andreasbergoma.txt_1.txt,6
andreasbergoma.txt_2.txt,6
andreasbergoma.txt_3.txt,6
andreasbergoma.txt_4.txt,6
andreasbergoma.txt_5.txt,6
andreasbergoma.txt_6.txt,6
andreasbergoma.txt_7.txt,6
andreasbergoma.txt_8.txt,6
andreasbergoma.txt_9.txt,6
andreasbergoma.txt_10.txt,6
andreasbergoma.txt_11.txt,6
andreasbergoma.txt_12.txt,6
andreasbergoma.txt_13.txt,6
andreasbergoma.txt_14.txt,6
andreasbergoma.txt_15.txt,6
andreasbergoma.txt_16.txt,6
andreasbergoma.txt_17.txt,6
andreasbergoma.txt_18.txt,6
andreasbergoma.txt_19.txt,6
andreasbergoma.txt_20.txt,6
andreasbergoma.txt_21.txt,6
andreasbergoma.txt_22.txt,6
andreasbergoma.txt_23.txt,6
andreasbergoma.txt_24.txt,6
andreasbergoma.txt_25.txt,6
andreasbergoma.txt_26.txt,6
andronicus.txt_0.txt,1
angilbert.txt_0.txt,6
annalesregnifrancorum.txt_0.txt,6
annalesregnifrancorum.txt_1.txt,6
annalesregnifrancorum.txt_2.txt,6
annalesregnifrancorum.txt_3.txt,6
annalesregnifrancorum.txt_4.txt,6
annalesregnifrancorum.txt_5.txt,6
annalesregnifrancorum.txt_6.txt,6
annalesregnifrancorum.txt_7.txt,6
annalesregnifrancorum.txt_8.txt,6
annalesregnifrancorum.txt_9.txt,6
annalesregnifrancorum.txt_10.txt,6
annalesregnifrancorum.txt_11.txt,6
annalesregnifrancorum.txt_12.txt,6
annalesregnifrancorum.txt_13.txt,6
annalesregnifrancorum.txt_14.txt,6
annalesregnifrancorum.txt_15.txt,6
annalesregnifrancorum.txt_16.txt,6
annalesregnifrancorum.txt_17.txt,6
annalesregnifrancorum.txt_18.txt,6
annalesregnifrancorum.txt_19.txt,6
annalesregnifrancorum.txt_20.txt,6
annalesregnifrancorum.txt_21.txt,6
annalesregnifrancorum.txt_22.txt,6
annalesregnifrancorum.txt_23.txt,6
annalesregnifrancorum.txt_24.txt,6
annalesregnifrancorum.txt_25.txt,6
annalesregnifrancorum.txt_26.txt,6
annalesregnifrancorum.txt_27.txt,6
annalesregnifrancorum.txt_28.txt,6
annalesregnifrancorum.txt_29.txt,6
annalesregnifrancorum.txt_30.txt,6
annalesregnifrancorum.txt_31.txt,6
annalesregnifrancorum.txt_32.txt,6
annalesregnifrancorum.txt_33.txt,6
annalesregnifrancorum.txt_34.txt,6
annalesregnifrancorum.txt_35.txt,6
annalesregnifrancorum.txt_36.txt,6
annalesregnifrancorum.txt_37.txt,6
annalesregnifrancorum.txt_38.txt,6
annalesregnifrancorum.txt_39.txt,6
annalesregnifrancorum.txt_40.txt,6
annalesregnifrancorum.txt_41.txt,6
annalesregnifrancorum.txt_42.txt,6
annalesregnifrancorum.txt_43.txt,6
annalesregnifrancorum.txt_44.txt,6
annalesregnifrancorum.txt_45.txt,6
annalesregnifrancorum.txt_46.txt,6
annalesregnifrancorum.txt_47.txt,6
annalesregnifrancorum.txt_48.txt,6
annalesregnifrancorum.txt_49.txt,6
annalesregnifrancorum.txt_50.txt,6
annalesregnifrancorum.txt_51.txt,6
annalesregnifrancorum.txt_52.txt,6
annalesregnifrancorum.txt_53.txt,6
annalesregnifrancorum.txt_54.txt,6
annalesregnifrancorum.txt_55.txt,6
annalesregnifrancorum.txt_56.txt,6
annalesregnifrancorum.txt_57.txt,6
annalesregnifrancorum.txt_58.txt,6
annalesregnifrancorum.txt_59.txt,6
annalesregnifrancorum.txt_60.txt,6
annalesregnifrancorum.txt_61.txt,6
annalesregnifrancorum.txt_62.txt,6
annalesregnifrancorum.txt_63.txt,6
annalesregnifrancorum.txt_64.txt,6
annalesregnifrancorum.txt_65.txt,6
annalesregnifrancorum.txt_66.txt,6
annalesregnifrancorum.txt_67.txt,6
annalesregnifrancorum.txt_68.txt,6
annalesregnifrancorum.txt_69.txt,6
annalesregnifrancorum.txt_70.txt,6
annalesregnifrancorum.txt_71.txt,6
annalesregnifrancorum.txt_72.txt,6
annalesregnifrancorum.txt_73.txt,6
